,label,token_count,avg_word_length,upper_count,stop_count,num_count,hasNumber,punc_count,pos_tag,hasPhone,hasCurrency,sum_has_features,sum_count_features
73,ham,14,2.642857142857143,1,6,0,0,6,1.375,0,0,0,7
74,ham,6,2.6666666666666665,1,3,0,0,3,1.0,0,0,0,4
75,ham,11,3.1818181818181817,1,4,0,0,2,1.125,0,0,0,3
76,ham,16,3.75,0,8,0,0,2,1.3333333333333333,0,0,0,2
77,ham,14,2.857142857142857,1,5,0,0,3,0.7000000000000002,0,0,0,4
78,ham,13,2.6153846153846154,0,4,0,0,5,1.2,0,0,0,5
79,ham,20,3.05,0,8,0,0,4,0.6666666666666669,0,0,0,4
80,ham,6,3.1666666666666665,1,0,0,0,2,1.0,0,0,0,3
81,ham,9,2.6666666666666665,1,4,0,0,2,0.75,0,0,0,3
82,ham,10,2.3,0,5,0,0,0,1.1428571428571428,0,0,0,0
83,ham,9,3.111111111111111,0,6,0,0,0,1.0,0,0,0,0
84,ham,4,3.0,0,0,0,0,1,1.0,0,0,0,1
85,ham,16,2.8125,1,4,0,0,5,0.8181818181818182,0,0,0,6
86,ham,30,3.2,3,9,1,1,4,0.7368421052631579,0,0,1,8
87,ham,36,3.1666666666666665,3,12,0,0,4,0.8333333333333335,0,0,0,7
88,ham,10,3.4,1,4,0,0,1,0.625,0,0,0,2
89,ham,11,3.1818181818181817,0,0,0,0,5,0.8888888888888891,0,0,0,5
90,ham,16,3.0625,0,5,0,0,3,1.1666666666666667,0,0,0,3
91,ham,44,3.5454545454545454,1,20,0,0,5,1.1153846153846154,0,0,0,6
92,ham,28,4.142857142857143,2,5,0,0,2,1.5999999999999999,0,0,0,4
93,spam,24,4.791666666666667,1,8,3,1,2,0.9999999999999999,1,1,3,6
94,ham,23,3.8260869565217392,2,3,1,1,3,0.9411764705882353,0,0,1,6
95,spam,37,3.5675675675675675,5,7,3,1,8,1.6842105263157896,0,0,1,16
96,ham,8,3.625,0,0,0,0,3,1.1428571428571428,0,0,0,3
97,ham,13,3.076923076923077,0,6,0,0,1,1.2222222222222223,0,0,0,1
98,ham,44,3.227272727272727,0,16,0,0,7,1.2173913043478262,0,0,0,7
99,ham,7,3.5714285714285716,1,2,0,0,0,1.0,0,0,0,1
100,ham,14,3.357142857142857,1,4,0,0,3,1.0,0,0,0,4
101,ham,23,2.652173913043478,2,6,0,0,2,0.7647058823529411,0,0,0,4
102,ham,19,3.210526315789474,1,5,0,0,3,1.1666666666666667,0,0,0,4
103,ham,31,4.354838709677419,0,9,1,1,6,1.526315789473684,0,0,1,7
104,ham,44,3.3636363636363638,2,14,0,0,8,1.032258064516129,0,0,0,10
105,ham,10,3.5,0,3,0,0,0,0.6666666666666667,0,0,0,0
106,ham,19,4.157894736842105,0,8,0,0,2,0.6153846153846154,0,0,0,2
107,ham,12,2.8333333333333335,2,4,0,0,2,0.9999999999999998,0,0,0,4
108,ham,15,4.6,0,5,0,0,1,0.9090909090909091,0,0,0,1
109,ham,28,3.2857142857142856,2,8,0,0,6,0.8571428571428573,0,0,0,8
110,ham,9,2.7777777777777777,1,1,0,0,3,1.0,0,0,0,4
111,ham,9,3.6666666666666665,0,4,0,0,1,1.0,0,0,0,1
112,ham,6,4.5,0,3,0,0,2,1.0,0,0,0,2
113,ham,28,2.607142857142857,1,5,1,1,4,0.8571428571428572,0,0,1,6
114,spam,33,4.0,3,8,1,1,6,1.1904761904761907,1,1,3,10
115,ham,34,3.5294117647058822,0,6,0,0,15,0.68,0,0,0,15
116,ham,40,3.125,3,8,1,1,13,0.8461538461538463,0,0,1,17
117,spam,32,3.90625,1,8,3,1,7,1.0555555555555554,1,1,3,11
118,ham,14,4.285714285714286,0,2,0,0,4,0.875,0,0,0,4
119,ham,20,3.6,0,6,0,0,6,0.8666666666666667,0,0,0,6
120,spam,23,5.434782608695652,1,1,5,1,3,1.3846153846153846,1,0,2,9
121,spam,30,4.366666666666666,4,6,1,1,6,1.3888888888888888,1,1,3,11
122,ham,12,3.8333333333333335,0,5,0,0,3,0.875,0,0,0,3
123,spam,29,4.482758620689655,0,6,4,1,2,1.4210526315789473,1,1,3,6
124,ham,14,2.7857142857142856,1,5,1,1,1,1.3333333333333333,0,0,1,3
125,ham,9,3.5555555555555554,1,0,0,0,2,1.1428571428571428,0,0,0,3
126,ham,6,2.8333333333333335,0,2,0,0,2,1.0,0,0,0,2
127,ham,56,3.5535714285714284,2,26,0,0,9,0.7499999999999999,0,0,0,11
128,ham,6,3.0,0,3,0,0,1,0.75,0,0,0,1
129,ham,31,2.6129032258064515,26,0,0,0,4,1.9999999999999998,0,0,0,30
130,ham,11,2.1818181818181817,1,3,0,0,5,1.2857142857142856,0,0,0,6
131,ham,4,2.0,1,0,0,0,2,1.0,0,0,0,3
132,ham,7,5.0,0,1,0,0,3,1.75,0,0,0,3
133,ham,5,4.4,0,1,0,0,1,0.75,0,0,0,1
134,spam,30,3.3666666666666667,3,7,1,1,5,1.473684210526316,0,1,2,9
135,spam,36,3.75,2,2,3,1,8,1.173913043478261,0,0,1,13
136,ham,10,3.3,1,1,0,0,4,0.8888888888888888,0,0,0,5
137,ham,9,3.0,0,4,0,0,1,0.8571428571428572,0,0,0,1
138,ham,10,3.8,1,3,0,0,1,1.2,0,0,0,2
139,spam,35,3.5428571428571427,2,8,1,1,4,1.0909090909090913,0,0,1,7
140,ham,24,2.75,3,5,0,0,12,1.0666666666666667,0,0,0,15
141,ham,10,2.6,1,5,0,0,2,0.9999999999999999,0,0,0,3
142,ham,7,3.2857142857142856,0,2,0,0,2,1.25,0,0,0,2
143,ham,33,4.03030303030303,1,6,1,1,9,1.0833333333333333,0,0,1,11
144,ham,12,2.75,1,4,0,0,2,1.125,0,0,0,3
145,ham,7,2.7142857142857144,0,3,0,0,0,0.75,0,0,0,0
146,ham,11,3.5454545454545454,0,4,0,0,1,1.1666666666666665,0,0,0,1
147,spam,35,3.742857142857143,1,8,0,0,7,1.0000000000000002,1,0,1,8
148,ham,16,4.375,0,5,0,0,3,0.7499999999999999,0,0,0,3
149,ham,9,3.111111111111111,1,4,0,0,3,1.3333333333333333,0,0,0,4
150,ham,7,3.4285714285714284,0,1,0,0,2,1.1666666666666667,0,0,0,2
151,ham,11,3.3636363636363638,0,5,0,0,3,1.4444444444444444,0,0,0,3
152,ham,16,2.8125,0,4,2,1,1,0.9999999999999999,0,0,1,3
153,ham,6,3.6666666666666665,0,0,0,0,6,1.0,0,0,0,6
154,ham,31,4.354838709677419,0,9,1,1,6,1.526315789473684,0,0,1,7
155,ham,95,3.210526315789474,2,39,0,0,16,0.8333333333333335,0,0,0,18
156,ham,6,4.0,0,3,0,0,1,1.25,0,0,0,1
157,ham,7,3.2857142857142856,1,2,0,0,4,0.8333333333333334,0,0,0,5
158,ham,41,3.048780487804878,0,17,0,0,8,1.0,0,0,0,8
159,spam,21,5.0476190476190474,0,6,1,1,2,1.2,1,0,2,3
160,spam,30,3.966666666666667,1,8,4,1,3,1.0526315789473686,1,1,3,8
161,ham,25,3.68,3,11,0,0,1,0.6666666666666665,0,0,0,4
162,ham,19,2.736842105263158,0,7,0,0,5,0.909090909090909,0,0,0,5
163,ham,24,2.7916666666666665,2,10,0,0,5,0.75,0,0,0,7
164,spam,29,4.448275862068965,8,8,1,1,13,1.1578947368421053,0,0,1,22
165,spam,35,3.6,5,7,1,1,6,1.4583333333333333,0,0,1,12
166,ham,11,3.8181818181818183,1,2,0,0,1,0.875,0,0,0,2
167,spam,32,4.0625,3,9,1,1,5,1.1363636363636367,1,1,3,9
168,ham,16,3.875,0,4,0,0,3,1.3333333333333333,0,0,0,3
169,ham,15,3.6,1,4,0,0,2,1.1818181818181819,0,0,0,3
170,ham,16,3.125,0,4,0,0,5,0.42857142857142866,0,0,0,5
171,ham,12,3.4166666666666665,3,2,0,0,2,1.375,0,0,0,5
172,ham,25,2.96,0,3,1,1,12,1.4705882352941178,0,0,1,13
173,ham,7,3.857142857142857,0,2,0,0,1,0.75,0,0,0,1
174,ham,24,3.5,0,7,0,0,6,1.125,0,0,0,6
175,ham,18,2.8333333333333335,0,4,0,0,7,0.8333333333333333,0,0,0,7
176,ham,15,3.466666666666667,0,7,0,0,1,1.2,0,0,0,1
177,ham,7,3.0,1,2,0,0,1,1.25,0,0,0,2
178,ham,43,2.697674418604651,0,11,0,0,14,0.9545454545454544,0,1,1,14
179,ham,17,3.0,0,9,0,0,1,0.8333333333333333,0,0,0,1
180,ham,29,3.5172413793103448,2,10,0,0,5,1.4444444444444442,0,0,0,7
181,ham,34,3.7941176470588234,1,15,0,0,3,0.9047619047619047,0,0,0,4
182,ham,8,2.25,1,3,0,0,2,1.5,0,0,0,3
183,ham,15,3.533333333333333,1,7,0,0,2,1.0,0,0,0,3
184,ham,7,2.857142857142857,0,2,0,0,2,0.5,0,0,0,2
185,ham,4,5.75,0,1,0,0,1,1.3333333333333333,0,0,0,1
186,ham,33,3.6666666666666665,0,9,0,0,7,1.1500000000000001,0,0,0,7
187,ham,8,3.5,0,4,0,0,1,1.2,0,0,0,1
188,spam,25,4.96,2,8,3,1,2,1.153846153846154,1,1,3,7
189,ham,14,3.0714285714285716,0,6,0,0,1,1.0909090909090908,0,0,0,1
190,ham,22,3.1818181818181817,2,3,0,0,5,0.8823529411764706,0,0,0,7
191,spam,12,5.25,0,3,0,0,5,1.0,0,0,0,5
192,ham,44,3.3636363636363638,2,15,0,0,8,0.9655172413793104,0,0,0,10
193,ham,10,3.2,0,2,0,0,4,0.9999999999999999,0,0,0,4
194,ham,24,3.75,1,10,0,0,2,0.9285714285714288,0,0,0,3
195,ham,22,3.3636363636363638,0,9,0,0,3,1.0714285714285714,0,0,0,3
196,ham,7,3.142857142857143,0,1,0,0,0,1.1666666666666667,0,0,0,0
197,ham,6,3.8333333333333335,0,1,0,0,0,1.2,0,0,0,0
198,ham,16,3.125,0,6,0,0,2,0.7272727272727271,0,0,0,2
199,ham,34,3.0,1,15,0,0,5,1.095238095238095,0,0,0,6
200,ham,16,2.0,1,4,0,0,8,0.7999999999999999,0,0,0,9
201,ham,11,2.0,1,1,0,0,5,1.0,0,0,0,6
202,ham,18,3.7222222222222223,0,6,0,0,0,1.0,0,0,0,0
203,ham,44,3.340909090909091,5,5,0,0,16,1.2962962962962963,0,0,0,21
204,ham,4,5.5,0,0,0,0,1,1.6666666666666665,0,0,0,1
205,ham,8,2.375,1,2,1,1,1,1.2,0,0,1,3
206,ham,15,3.4,1,4,0,0,3,1.181818181818182,0,0,0,4
207,ham,40,3.125,3,8,1,1,13,0.8461538461538463,0,0,1,17
208,ham,6,4.0,0,0,0,0,1,1.4,0,0,0,1
209,ham,19,3.789473684210526,1,4,0,0,4,1.0833333333333333,0,0,0,5
210,ham,11,2.8181818181818183,0,2,0,0,3,1.0,0,0,0,3
211,ham,18,3.3333333333333335,0,6,0,0,4,1.181818181818182,0,0,0,4
212,ham,6,3.5,0,3,0,0,0,1.0,0,0,0,0
213,ham,12,1.8333333333333333,1,0,0,0,7,1.0,0,0,0,8
214,ham,7,2.7142857142857144,0,0,0,0,6,1.5,0,0,0,6
215,ham,8,3.25,0,2,0,0,2,0.9999999999999999,0,0,0,2
216,ham,10,5.0,0,3,0,0,1,0.8571428571428572,0,0,0,1
217,ham,12,3.3333333333333335,1,3,0,0,3,0.7777777777777778,0,0,0,4
218,ham,10,3.5,0,1,0,0,3,1.222222222222222,0,0,0,3
219,ham,8,3.125,1,3,1,1,0,1.2,0,0,1,2
220,ham,40,3.125,1,19,0,0,5,0.8076923076923077,0,0,0,6
221,ham,8,2.5,0,1,0,0,2,1.2,0,0,0,2
222,ham,33,4.0,0,13,0,0,5,1.15,0,0,0,5
223,ham,6,3.1666666666666665,1,0,0,0,2,1.0,0,0,0,3
224,ham,30,3.1333333333333333,2,4,0,0,6,0.6666666666666666,0,0,0,8
225,spam,27,4.518518518518518,4,3,3,1,11,1.0833333333333335,1,1,3,18
226,ham,15,3.8,0,5,0,0,2,1.2222222222222223,0,0,0,2
227,spam,34,3.176470588235294,3,4,2,1,6,1.0,0,0,1,11
228,ham,6,4.333333333333333,0,0,0,0,1,1.2,0,0,0,1
229,ham,35,3.9714285714285715,0,5,0,0,12,1.2173913043478262,0,0,0,12
230,ham,8,3.375,0,5,0,0,0,0.857142857142857,0,0,0,0
231,ham,28,3.2142857142857144,0,6,0,0,7,1.1428571428571428,0,0,0,7
232,ham,8,3.75,0,4,0,0,0,1.0,0,0,0,0
233,ham,8,3.5,1,1,0,0,2,1.1666666666666665,0,0,0,3
234,ham,12,3.4166666666666665,0,3,0,0,4,0.75,0,0,0,4
235,spam,40,3.1,5,8,3,1,8,1.3749999999999998,0,0,1,16
236,ham,16,2.5,1,2,0,0,6,1.2222222222222223,0,0,0,7
237,ham,15,3.4,0,7,0,0,0,0.875,0,0,0,0
238,ham,10,3.2,0,5,0,0,2,0.8333333333333334,0,0,0,2
239,ham,37,3.2162162162162162,3,6,0,0,14,1.130434782608696,0,0,0,17
240,spam,27,4.481481481481482,3,11,3,1,3,1.0,1,0,2,9
241,ham,11,3.8181818181818183,0,4,0,0,1,0.5555555555555556,0,0,0,1
242,ham,7,5.571428571428571,6,0,0,0,0,2.0,0,0,0,6
243,ham,21,3.238095238095238,0,8,0,0,5,1.4,0,0,0,5
244,ham,38,3.263157894736842,0,8,1,1,9,1.0,0,0,1,10
245,ham,8,4.0,1,2,0,0,2,1.0,0,0,0,3
246,ham,20,3.1,2,9,0,0,3,1.2666666666666666,0,0,0,5
247,ham,8,2.875,1,4,0,0,0,0.8571428571428572,0,0,0,1
248,ham,7,3.7142857142857144,0,1,0,0,1,1.0,0,0,0,1
249,ham,34,3.4411764705882355,0,13,0,0,5,0.7916666666666666,0,0,0,5
250,spam,23,5.565217391304348,2,3,4,1,3,1.357142857142857,0,0,1,9
251,ham,8,4.625,0,1,0,0,0,1.3333333333333333,0,0,0,0
252,ham,41,3.5609756097560976,0,6,0,0,11,0.8000000000000002,0,0,0,11
253,ham,8,2.875,0,5,0,0,2,1.0,0,0,0,2
254,ham,40,3.575,0,18,0,0,3,1.181818181818182,0,0,0,3
255,ham,11,2.909090909090909,1,3,0,0,3,0.75,0,0,0,4
256,ham,20,4.0,1,9,0,0,2,0.9333333333333336,0,0,0,3
257,ham,10,3.4,0,3,0,0,3,0.9999999999999999,0,0,0,3
258,ham,9,3.111111111111111,1,3,0,0,4,0.7999999999999999,0,0,0,5
259,spam,31,4.129032258064516,3,9,2,1,4,1.35,1,0,2,9
260,ham,22,2.6363636363636362,2,8,0,0,5,1.1538461538461537,0,0,0,7
261,ham,1,3.0,0,0,0,0,0,1.0,0,0,0,0
262,ham,22,3.090909090909091,0,7,0,0,4,0.8333333333333335,0,0,0,4
263,ham,14,2.9285714285714284,10,0,1,1,3,1.7272727272727275,1,0,2,14
264,spam,25,3.88,1,7,2,1,0,1.0,0,0,1,3
265,ham,7,3.0,0,2,0,0,1,1.0,0,0,0,1
266,ham,8,3.625,0,2,0,0,1,1.1666666666666665,0,0,0,1
267,ham,12,3.0833333333333335,0,4,0,0,1,0.625,0,0,0,1
268,spam,32,4.15625,5,5,2,1,7,1.5499999999999998,0,0,1,14
269,ham,12,3.25,1,3,0,0,3,1.1428571428571428,0,0,0,4
270,spam,27,4.074074074074074,1,8,0,0,3,1.0588235294117647,0,0,0,4
271,ham,11,4.090909090909091,0,4,0,0,2,1.25,0,0,0,2
272,ham,32,3.71875,0,11,0,0,3,1.1,0,0,0,3
273,spam,30,4.366666666666666,5,5,3,1,7,1.25,0,0,1,15
274,ham,10,2.9,1,1,1,1,1,0.8571428571428571,0,0,1,3
275,ham,8,3.25,0,1,0,0,2,0.8,0,0,0,2
276,ham,2,4.0,0,0,0,0,3,1.0,0,0,0,3
277,ham,9,3.3333333333333335,0,4,0,0,0,1.1666666666666667,0,0,0,0
278,ham,9,2.6666666666666665,1,3,0,0,2,0.9999999999999999,0,0,0,3
279,ham,13,2.8461538461538463,0,5,0,0,2,1.0,0,0,0,2
280,ham,13,3.6153846153846154,0,2,0,0,3,0.9999999999999999,0,0,0,3
281,ham,6,3.0,0,1,0,0,1,1.25,0,0,0,1
282,ham,30,3.9,0,11,0,0,12,0.7499999999999999,0,0,0,12
283,ham,8,2.875,1,2,0,0,1,1.0,0,0,0,2
284,ham,2,3.5,0,0,0,0,3,1.0,0,0,0,3
285,ham,28,3.4642857142857144,2,9,0,0,3,0.8333333333333331,0,0,0,5
286,ham,14,3.2857142857142856,2,5,0,0,1,0.8888888888888888,0,0,0,3
287,ham,2,2.0,0,0,0,0,2,1.5,0,0,0,2
288,ham,36,3.1666666666666665,0,15,1,1,1,1.0416666666666667,0,0,1,2
289,ham,45,2.8444444444444446,3,12,0,0,14,0.8076923076923078,0,0,0,17
290,ham,26,5.076923076923077,0,6,0,0,7,1.0714285714285716,0,0,0,7
291,ham,9,3.3333333333333335,0,3,0,0,1,1.1428571428571428,0,0,0,1
292,ham,15,2.8666666666666667,1,3,0,0,2,1.0,0,0,0,3
293,ham,7,2.4285714285714284,0,1,1,1,2,1.6666666666666665,0,0,1,3
294,ham,5,3.6,0,2,0,0,0,0.75,0,0,0,0
295,ham,9,4.888888888888889,1,1,0,0,2,0.6666666666666667,0,0,0,3
296,spam,33,3.9696969696969697,4,7,2,1,8,1.0999999999999999,1,0,2,14
297,ham,13,4.3076923076923075,3,5,0,0,1,1.2222222222222219,0,0,0,4
298,ham,39,3.051282051282051,9,12,0,0,11,1.3571428571428572,0,0,0,20
299,ham,12,3.4166666666666665,1,3,0,0,1,1.1111111111111112,0,0,0,2
300,ham,16,3.5,0,4,0,0,3,1.0833333333333333,0,0,0,3
301,ham,19,3.789473684210526,2,5,0,0,2,0.7692307692307694,0,0,0,4
302,ham,36,3.5277777777777777,0,13,0,0,5,0.9999999999999999,0,0,0,5
303,ham,23,3.0434782608695654,0,13,0,0,2,1.0833333333333333,0,0,0,2
304,ham,5,4.0,0,2,0,0,0,0.75,0,0,0,0
305,spam,34,3.6470588235294117,3,4,0,0,15,1.75,0,0,1,18
306,ham,14,3.2857142857142856,1,5,0,0,9,1.2857142857142858,0,0,0,10
307,ham,8,2.5,0,2,0,0,1,1.2,0,0,0,1
308,ham,17,3.411764705882353,0,3,0,0,3,1.1818181818181819,0,0,0,3
309,spam,30,3.8333333333333335,1,7,1,1,6,1.1578947368421053,0,0,1,8
310,ham,12,3.8333333333333335,0,5,0,0,2,1.0,0,0,0,2
311,ham,27,4.925925925925926,3,3,0,0,3,1.8,0,0,0,6
312,spam,33,3.303030303030303,6,5,2,1,10,1.2105263157894735,0,1,2,18
313,ham,27,3.5555555555555554,0,13,0,0,3,0.9375,0,0,0,3
314,ham,41,2.682926829268293,4,12,1,1,6,1.0384615384615383,0,0,1,11
315,ham,12,2.6666666666666665,0,4,0,0,2,0.8888888888888888,0,0,0,2
316,ham,7,3.4285714285714284,0,0,0,0,4,1.0,0,0,0,4
317,ham,30,3.2,0,4,1,1,14,1.1999999999999997,0,0,1,15
318,ham,12,3.1666666666666665,0,3,0,0,4,1.125,0,0,0,4
319,spam,30,4.366666666666666,1,8,1,1,4,1.2105263157894737,1,0,2,6
320,ham,6,3.3333333333333335,0,1,0,0,4,1.0,0,0,0,4
321,ham,13,3.230769230769231,0,4,0,0,3,1.272727272727273,0,0,0,3
322,ham,15,3.2666666666666666,0,4,0,0,6,1.272727272727273,0,0,0,6
323,ham,29,2.7586206896551726,0,3,3,1,2,1.0,0,0,1,5
324,ham,36,3.5277777777777777,0,10,0,0,6,1.2,0,0,0,6
325,ham,8,3.125,0,3,0,0,2,1.25,0,0,0,2
326,ham,7,4.285714285714286,0,0,0,0,4,1.3333333333333333,0,0,0,4
327,ham,10,2.6,0,3,0,0,3,1.4,0,0,0,3
328,ham,20,3.2,1,6,0,0,4,0.9230769230769231,0,0,0,5
329,ham,8,3.375,0,3,0,0,2,1.2000000000000002,0,0,0,2
330,ham,23,2.9130434782608696,1,10,0,0,3,0.8125,0,0,0,4
331,ham,7,2.857142857142857,0,0,0,0,5,1.25,0,0,0,5
332,ham,16,3.9375,0,4,0,0,4,0.9090909090909092,0,0,0,4
333,spam,28,3.75,0,4,5,1,4,0.923076923076923,0,0,1,9
334,ham,47,4.042553191489362,1,24,0,0,4,0.78125,0,0,0,5
335,spam,32,4.125,1,11,1,1,7,1.2352941176470589,1,1,3,9
336,ham,12,3.0,1,4,0,0,4,0.625,0,0,0,5
337,ham,13,3.6153846153846154,0,5,0,0,2,1.625,0,0,0,2
338,ham,5,4.8,0,1,0,0,2,1.25,0,0,0,2
339,ham,6,3.1666666666666665,1,0,0,0,2,1.0,0,0,0,3
340,ham,10,3.4,1,2,0,0,4,1.0,0,0,0,5
341,ham,8,2.875,0,2,0,0,2,1.25,0,0,0,2
342,ham,35,3.4571428571428573,1,13,0,0,4,0.8260869565217392,0,0,0,5
343,ham,6,4.166666666666667,0,1,0,0,1,1.25,0,0,0,1
344,ham,8,3.5,0,4,0,0,1,1.0,0,0,0,1
345,ham,10,4.4,0,1,0,0,1,0.8571428571428572,0,0,0,1
346,ham,7,4.428571428571429,0,1,0,0,7,1.5999999999999999,0,0,0,7
347,ham,24,2.75,1,4,0,0,4,0.9999999999999998,0,0,0,5
348,ham,6,4.5,0,1,0,0,1,0.5,0,0,0,1
349,spam,25,3.68,4,3,1,1,8,1.357142857142857,0,0,1,13
350,ham,17,3.764705882352941,0,6,0,0,2,1.25,0,0,0,2
351,ham,13,3.1538461538461537,1,4,0,0,3,0.9000000000000001,0,0,0,4
352,ham,17,2.8823529411764706,1,8,0,0,2,0.9090909090909091,0,0,0,3
353,ham,36,3.3055555555555554,6,9,0,0,7,1.074074074074074,0,0,0,13
354,ham,29,3.5172413793103448,1,13,0,0,1,1.0526315789473686,0,0,0,2
355,ham,16,2.375,6,0,1,1,7,1.75,0,0,1,14
